,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,chg,close_price,history_volatility,id,last_close_price,listing_day,month1_volatility,month3_volatility,month6_volatility,nmc,share_code,share_market,share_name,share_pinyin,share_symbol,trade_day,updated_at,week_volatility,year_volatility,res,std_result,pay_amount_rate,c_sigma,c_S,c_K,c_r,c_T
576,576,576,636.0,636.0,636.0,636.0,-0.0103,52.97,0.0,1766.0,0.0,2000-01-27 00:00:00,39.89,32.66,32.3,459.0,963.0,sz,华东医药,hdyy,sz000963,2017-11-05 00:00:00,2017-11-05 15:25:07,22.84,0.0,0.0,0.0,0.0,39.89,52.97,52.97,3.73,2.0
577,577,577,637.0,637.0,637.0,637.0,-0.0203,6.26,0.0,1767.0,0.0,2000-04-06 00:00:00,22.24,23.17,43.84,63.0,965.0,sz,天保基建,tbjj,sz000965,2017-11-05 00:00:00,2017-11-05 15:25:07,25.22,0.0,0.0,0.0,0.0,43.84,6.26,6.26,3.73,2.0
578,578,578,638.0,638.0,638.0,638.0,-0.0088,4.5,0.0,1768.0,0.0,2000-03-16 00:00:00,21.75,38.51,41.28,49.0,966.0,sz,长源电力,cydl,sz000966,2017-11-05 00:00:00,2017-11-05 15:25:07,24.85,0.0,0.0,0.0,0.0,41.28,4.5,4.5,3.73,2.0
579,579,579,639.0,639.0,639.0,639.0,-0.0098,10.12,0.0,1769.0,0.0,2000-03-30 00:00:00,29.18,27.17,31.63,75.0,967.0,sz,盈峰环境,yfhj,sz000967,2017-11-05 00:00:00,2017-11-05 15:25:07,34.76,0.0,0.0,0.0,0.0,34.76,10.12,10.12,3.73,2.0
580,580,580,640.0,640.0,640.0,640.0,-0.0411,14.94,0.0,1770.0,0.0,2000-06-22 00:00:00,72.52,54.7,47.45,38.0,968.0,sz,蓝焰控股,lykg,sz000968,2017-11-05 00:00:00,2017-11-05 15:25:08,44.79,0.0,0.0,0.0,0.0,72.52,14.94,14.94,3.73,2.0
581,581,581,641.0,641.0,641.0,641.0,-0.0095,17.76,0.0,76.0,0.0,1997-06-19 00:00:00,27.54,23.5,29.87,35.0,600097.0,sh,开创国际,kcgj,sh600097,2017-11-05 00:00:00,2017-11-05 15:25:10,36.29,0.0,0.0,0.0,0.0,36.29,17.76,17.76,3.73,2.0
582,582,582,642.0,642.0,642.0,642.0,0.0072,15.46,0.0,1772.0,0.0,2000-04-20 00:00:00,37.04,58.48,50.58,164.0,970.0,sz,中科三环,zksh,sz000970,2017-11-05 00:00:00,2017-11-05 15:25:08,40.69,0.0,0.0,0.0,0.0,58.48,15.46,15.46,3.73,2.0
583,583,583,643.0,643.0,643.0,643.0,0.0036,16.79,0.0,1773.0,0.0,2000-04-27 00:00:00,22.38,37.2,39.25,40.0,971.0,sz,高升控股,gskg,sz000971,2017-10-15 00:00:00,2017-11-05 15:25:08,17.97,0.0,0.0,0.0,0.0,39.25,16.79,16.79,3.73,2.0
584,584,584,644.0,644.0,644.0,644.0,-0.0349,4.43,0.0,1774.0,0.0,2000-09-26 00:00:00,35.36,26.1,39.02,34.0,972.0,sz,*ST中基,zj,sz000972,2017-10-30 00:00:00,2017-11-05 15:25:08,49.79,0.0,0.0,0.0,0.0,49.79,4.43,4.43,3.73,2.0
585,585,585,645.0,645.0,645.0,645.0,-0.0126,7.06,0.0,1775.0,0.0,2000-05-25 00:00:00,30.99,37.43,42.77,68.0,973.0,sz,佛塑科技,fskj,sz000973,2017-11-05 00:00:00,2017-11-05 15:25:08,32.65,0.0,0.0,0.0,0.0,42.77,7.06,7.06,3.73,2.0
586,586,586,646.0,646.0,646.0,646.0,-0.0129,13.75,0.0,1776.0,0.0,2000-06-08 00:00:00,26.87,32.64,40.56,120.0,975.0,sz,银泰资源,ytzy,sz000975,2017-11-05 00:00:00,2017-11-05 15:25:08,24.94,0.0,0.0,0.0,0.0,40.56,13.75,13.75,3.73,2.0
587,587,587,647.0,647.0,647.0,647.0,0.0203,9.54,0.0,1777.0,0.0,2000-06-01 00:00:00,29.24,27.26,27.95,55.0,976.0,sz,春晖股份,chgf,sz000976,2017-11-05 00:00:00,2017-11-05 15:25:08,39.44,0.0,0.0,0.0,0.0,39.44,9.54,9.54,3.73,2.0
588,588,588,648.0,648.0,648.0,648.0,-0.0038,18.3,0.0,1778.0,0.0,2000-06-08 00:00:00,35.09,41.11,44.04,234.0,977.0,sz,浪潮信息,lcxx,sz000977,2017-11-05 00:00:00,2017-11-05 15:25:08,29.47,0.0,0.0,0.0,0.0,44.04,18.3,18.3,3.73,2.0
589,589,589,649.0,649.0,649.0,649.0,-0.0144,8.88,0.0,1779.0,0.0,2000-05-18 00:00:00,21.29,21.76,28.12,31.0,978.0,sz,桂林旅游,glly,sz000978,2017-11-05 00:00:00,2017-11-05 15:25:08,26.93,0.0,0.0,0.0,0.0,28.12,8.88,8.88,3.73,2.0
590,590,590,650.0,650.0,650.0,650.0,0.0,1.94,29.09,1780.0,0.0,2000-06-16 00:00:00,12.24,17.99,29.09,0.0,979.0,sz,中弘股份,zhgf,sz000979,2017-09-06 00:00:00,2017-11-05 15:25:08,7.55,0.0,0.0,0.0,0.0,29.09,1.94,1.94,3.73,2.0
591,591,591,651.0,651.0,651.0,651.0,-0.0056,7.05,0.0,77.0,0.0,1997-07-18 00:00:00,12.69,14.71,25.11,192.0,600098.0,sh,广州发展,gzfz,sh600098,2017-11-05 00:00:00,2017-11-05 15:25:10,16.84,0.0,0.0,0.0,0.0,25.11,7.05,7.05,3.73,2.0
592,592,592,652.0,652.0,652.0,652.0,-0.0226,12.99,0.0,1781.0,0.0,2000-06-16 00:00:00,47.53,59.46,55.19,68.0,980.0,sz,金马股份,ztqc,sz000980,2017-11-05 00:00:00,2017-11-05 15:25:08,56.88,0.0,0.0,0.0,0.0,59.46,12.99,12.99,3.73,2.0
593,593,593,653.0,653.0,653.0,653.0,0.0067,9.0,0.0,1782.0,0.0,2000-06-22 00:00:00,23.73,23.83,25.93,231.0,981.0,sz,银亿股份,yygf,sz000981,2017-11-05 00:00:00,2017-11-05 15:25:08,20.31,0.0,0.0,0.0,0.0,25.93,9.0,9.0,3.73,2.0
594,594,594,654.0,654.0,654.0,654.0,-0.0496,3.45,0.0,1783.0,0.0,2000-07-06 00:00:00,39.97,39.0,56.97,62.0,982.0,sz,*ST中绒,zr,sz000982,2017-11-05 00:00:00,2017-11-05 15:25:08,35.38,0.0,0.0,0.0,0.0,56.97,3.45,3.45,3.73,2.0
595,595,595,655.0,655.0,655.0,655.0,-0.0401,9.34,0.0,1784.0,0.0,2000-07-26 00:00:00,29.75,52.26,49.51,294.0,983.0,sz,西山煤电,xsmd,sz000983,2017-11-05 00:00:00,2017-11-05 15:25:09,35.57,0.0,0.0,0.0,0.0,52.26,9.34,9.34,3.73,2.0
596,596,596,656.0,656.0,656.0,656.0,-0.0187,23.08,0.0,1785.0,0.0,2000-07-26 00:00:00,36.62,41.06,51.01,29.0,985.0,sz,大庆华科,dqhk,sz000985,2017-11-05 00:00:00,2017-11-05 15:25:09,31.88,0.0,0.0,0.0,0.0,51.01,23.08,23.08,3.73,2.0
597,597,597,657.0,657.0,657.0,657.0,-0.0298,11.73,0.0,1786.0,0.0,2000-07-18 00:00:00,38.79,32.3,36.29,63.0,987.0,sz,越秀金控,yxjk,sz000987,2017-11-05 00:00:00,2017-11-05 15:25:09,35.86,0.0,0.0,0.0,0.0,38.79,11.73,11.73,3.73,2.0
598,598,598,658.0,658.0,658.0,658.0,0.0056,17.85,0.0,1787.0,0.0,2000-06-08 00:00:00,44.02,38.04,35.97,159.0,988.0,sz,华工科技,hgkj,sz000988,2017-11-05 00:00:00,2017-11-05 15:25:09,63.36,0.0,0.0,0.0,0.0,63.36,17.85,17.85,3.73,2.0
599,599,599,659.0,659.0,659.0,659.0,0.0057,19.47,0.0,1788.0,0.0,2000-06-28 00:00:00,25.11,25.3,24.99,80.0,989.0,sz,九芝堂,jzt,sz000989,2017-11-05 00:00:00,2017-11-05 15:25:09,13.91,0.0,0.0,0.0,0.0,25.3,19.47,19.47,3.73,2.0
600,600,600,660.0,660.0,660.0,660.0,-0.03,13.89,0.0,2803.0,0.0,2010-07-28 00:00:00,43.85,39.62,37.32,78.0,300098.0,sz,高新兴,gxx,sz300098,2017-11-05 00:00:00,2017-11-05 15:25:16,49.12,0.0,0.0,0.0,0.0,49.12,13.89,13.89,3.73,2.0
601,601,601,661.0,661.0,661.0,661.0,-0.0232,11.79,0.0,78.0,0.0,1997-07-04 00:00:00,39.04,30.29,39.15,25.0,600099.0,sh,林海股份,lhgf,sh600099,2017-11-05 00:00:00,2017-11-05 15:25:10,51.21,0.0,0.0,0.0,0.0,51.21,11.79,11.79,3.73,2.0
602,602,602,663.0,663.0,663.0,663.0,-0.0196,17.5,0.0,1789.0,0.0,2000-07-06 00:00:00,38.33,45.5,37.44,67.0,990.0,sz,诚志股份,czgf,sz000990,2017-11-05 00:00:00,2017-11-05 15:25:09,39.36,0.0,0.0,0.0,0.0,45.5,17.5,17.5,3.73,2.0
603,603,603,664.0,664.0,664.0,664.0,0.0067,8.98,0.0,1790.0,0.0,2000-07-31 00:00:00,35.35,38.44,49.41,33.0,993.0,sz,闽东电力,mddl,sz000993,2017-11-05 00:00:00,2017-11-05 15:25:09,40.2,0.0,0.0,0.0,0.0,49.41,8.98,8.98,3.73,2.0
604,604,604,665.0,665.0,665.0,665.0,0.0,14.28,0.0,1791.0,0.0,2000-08-07 00:00:00,53.23,58.5,46.65,0.0,995.0,sz,*ST皇台,htjy,sz000995,2017-09-05 00:00:00,2017-11-05 15:25:09,73.33,0.0,0.0,0.0,0.0,73.33,14.28,14.28,3.73,2.0
605,605,605,666.0,666.0,666.0,666.0,0.0236,13.88,0.0,1792.0,0.0,2000-07-18 00:00:00,45.24,50.62,54.2,47.0,996.0,sz,中国中期,zgzq,sz000996,2017-11-05 00:00:00,2017-11-05 15:25:09,58.01,0.0,0.0,0.0,0.0,58.01,13.88,13.88,3.73,2.0
606,606,606,667.0,667.0,667.0,667.0,-0.0005,20.86,0.0,1793.0,0.0,2000-08-07 00:00:00,32.25,36.26,42.8,192.0,997.0,sz,新大陆,xdl,sz000997,2017-11-05 00:00:00,2017-11-05 15:25:09,34.04,0.0,0.0,0.0,0.0,42.8,20.86,20.86,3.73,2.0
607,607,607,668.0,668.0,668.0,668.0,-0.002,25.38,0.0,1794.0,0.0,2000-12-11 00:00:00,32.8,31.02,31.36,242.0,998.0,sz,隆平高科,lpgk,sz000998,2017-11-05 00:00:00,2017-11-05 15:25:09,40.8,0.0,0.0,0.0,0.0,40.8,25.38,25.38,3.73,2.0
608,608,608,669.0,669.0,669.0,669.0,-0.0186,27.48,0.0,1795.0,0.0,2000-03-09 00:00:00,33.81,26.81,28.56,268.0,999.0,sz,华润三九,hrsj,sz000999,2017-11-05 00:00:00,2017-11-05 15:25:09,30.28,0.0,0.0,0.0,0.0,33.81,27.48,27.48,3.73,2.0
609,609,609,670.0,670.0,670.0,670.0,-0.0119,7.48,0.0,2804.0,0.0,2010-08-06 00:00:00,36.44,31.51,47.45,26.0,300099.0,sz,精准信息,jzxx,sz300099,2017-11-05 00:00:00,2017-11-05 15:25:16,32.57,0.0,0.0,0.0,0.0,47.45,7.48,7.48,3.73,2.0
610,610,610,671.0,671.0,671.0,671.0,0.0008,12.84,0.0,167.0,0.0,1999-04-01 00:00:00,34.79,32.87,43.52,90.0,600200.0,sh,江苏吴中,jswz,sh600200,2017-11-05 00:00:00,2017-11-05 15:25:17,25.46,0.0,0.0,0.0,0.0,43.52,12.84,12.84,3.73,2.0
611,611,611,672.0,672.0,672.0,672.0,0.0382,26.33,0.0,1799.0,0.0,2004-06-25 00:00:00,39.1,38.95,33.38,282.0,2001.0,sz,新和成,xhc,sz002001,2017-11-05 00:00:00,2017-11-05 15:25:10,33.53,0.0,0.0,0.0,0.0,39.1,26.33,26.33,3.73,2.0
612,612,612,673.0,673.0,673.0,673.0,0.0,7.55,0.0,1800.0,0.0,2004-06-25 00:00:00,24.29,30.07,34.16,156.0,2002.0,sz,鸿达兴业,hdxy,sz002002,2017-11-05 00:00:00,2017-11-05 15:25:10,30.89,0.0,0.0,0.0,0.0,34.16,7.55,7.55,3.73,2.0
613,613,613,674.0,674.0,674.0,674.0,-0.0038,10.61,0.0,1801.0,0.0,2004-06-25 00:00:00,24.37,18.53,18.93,50.0,2003.0,sz,伟星股份,wxgf,sz002003,2017-11-05 00:00:00,2017-11-05 15:25:10,26.55,0.0,0.0,0.0,0.0,26.55,10.61,10.61,3.73,2.0
614,614,614,675.0,675.0,675.0,675.0,-0.0147,7.39,0.0,1802.0,0.0,2004-06-25 00:00:00,19.37,17.46,19.89,123.0,2004.0,sz,华邦健康,hbjk,sz002004,2017-11-05 00:00:00,2017-11-05 15:25:10,20.21,0.0,0.0,0.0,0.0,20.21,7.39,7.39,3.73,2.0
615,615,615,676.0,676.0,676.0,676.0,-0.0207,4.73,0.0,1803.0,0.0,2004-06-25 00:00:00,34.68,25.62,32.05,55.0,2005.0,sz,德豪润达,dhrd,sz002005,2017-11-05 00:00:00,2017-11-05 15:25:10,23.3,0.0,0.0,0.0,0.0,34.68,4.73,4.73,3.73,2.0
616,616,616,677.0,677.0,677.0,677.0,-0.0598,8.18,0.0,1804.0,0.0,2004-06-25 00:00:00,61.0,42.9,43.73,37.0,2006.0,sz,精功科技,jgkj,sz002006,2017-11-05 00:00:00,2017-11-05 15:25:10,106.31,0.0,0.0,0.0,0.0,106.31,8.18,8.18,3.73,2.0
617,617,617,678.0,678.0,678.0,678.0,-0.0102,28.25,0.0,1805.0,0.0,2004-06-25 00:00:00,27.74,22.36,29.98,226.0,2007.0,sz,华兰生物,hlsw,sz002007,2017-11-05 00:00:00,2017-11-05 15:25:10,29.31,0.0,0.0,0.0,0.0,29.98,28.25,28.25,3.73,2.0
618,618,618,679.0,679.0,679.0,679.0,0.0547,50.1,0.0,1806.0,0.0,2004-06-25 00:00:00,45.5,42.63,47.08,497.0,2008.0,sz,大族激光,dzjg,sz002008,2017-11-05 00:00:00,2017-11-05 15:25:10,54.91,0.0,0.0,0.0,0.0,54.91,50.1,50.1,3.73,2.0
619,619,619,680.0,680.0,680.0,680.0,0.0007,15.19,0.0,1807.0,0.0,2004-06-29 00:00:00,45.59,38.33,40.18,41.0,2009.0,sz,天奇股份,tqgf,sz002009,2017-11-05 00:00:00,2017-11-05 15:25:10,62.94,0.0,0.0,0.0,0.0,62.94,15.19,15.19,3.73,2.0
620,620,620,681.0,681.0,681.0,681.0,0.0025,28.02,0.0,168.0,0.0,1999-01-15 00:00:00,32.05,24.43,25.46,240.0,600201.0,sh,生物股份,swgf,sh600201,2017-11-05 00:00:00,2017-11-05 15:25:17,6.49,0.0,0.0,0.0,0.0,32.05,28.02,28.02,3.73,2.0
621,621,621,682.0,682.0,682.0,682.0,0.0167,15.83,0.0,1808.0,0.0,2004-06-29 00:00:00,40.92,27.19,25.98,65.0,2010.0,sz,传化智联,chzl,sz002010,2017-11-05 00:00:00,2017-11-05 15:25:10,44.5,0.0,0.0,0.0,0.0,44.5,15.83,15.83,3.73,2.0
622,622,622,683.0,683.0,683.0,683.0,0.0146,9.7,0.0,1809.0,0.0,2004-07-05 00:00:00,45.41,40.31,62.84,81.0,2011.0,sz,盾安环境,dahj,sz002011,2017-11-05 00:00:00,2017-11-05 15:25:10,40.09,0.0,0.0,0.0,0.0,62.84,9.7,9.7,3.73,2.0
623,623,623,684.0,684.0,684.0,684.0,0.0,11.77,0.0,1810.0,0.0,2004-07-05 00:00:00,40.6,43.68,43.41,0.0,2012.0,sz,凯恩股份,kegf,sz002012,2017-09-05 00:00:00,2017-11-05 15:25:10,67.68,0.0,0.0,0.0,0.0,67.68,11.77,11.77,3.73,2.0
624,624,624,685.0,685.0,685.0,685.0,-0.017,10.4,0.0,1811.0,0.0,2004-07-05 00:00:00,37.61,34.22,35.36,217.0,2013.0,sz,中航机电,zhjd,sz002013,2017-11-05 00:00:00,2017-11-05 15:25:10,27.4,0.0,0.0,0.0,0.0,37.61,10.4,10.4,3.73,2.0
625,625,625,686.0,686.0,686.0,686.0,-0.0008,12.05,0.0,1812.0,12.87,2004-07-08 00:00:00,21.01,24.48,24.17,38.0,2014.0,sz,永新股份,yxgf,sz002014,2017-11-05 00:00:00,2017-11-05 15:25:11,16.49,0.0,0.0,0.0,0.0,24.48,12.05,12.05,3.73,2.0
626,626,626,687.0,687.0,687.0,687.0,0.0,8.41,0.0,1813.0,8.41,2004-07-08 00:00:00,47.14,53.98,45.94,0.0,2015.0,sz,霞客环保,xkhb,sz002015,2017-09-05 00:00:00,2017-11-05 15:25:11,74.23,0.0,0.0,0.0,0.0,74.23,8.41,8.41,3.73,2.0
627,627,627,688.0,688.0,688.0,688.0,-0.027,9.37,0.0,1814.0,8.6,2004-07-08 00:00:00,50.01,35.64,45.74,60.0,2016.0,sz,世荣兆业,srzy,sz002016,2017-11-05 00:00:00,2017-11-05 15:25:11,86.29,0.0,0.0,0.0,0.0,86.29,9.37,9.37,3.73,2.0
628,628,628,689.0,689.0,689.0,689.0,0.002,10.21,0.0,1815.0,11.12,2004-07-13 00:00:00,65.3,45.55,41.73,35.0,2017.0,sz,东信和平,dxhp,sz002017,2017-11-05 00:00:00,2017-11-05 15:25:11,45.74,0.0,0.0,0.0,0.0,65.3,10.21,10.21,3.73,2.0
629,629,629,690.0,690.0,690.0,690.0,-0.0293,7.94,0.0,1816.0,7.07,2004-07-13 00:00:00,27.27,30.81,39.22,180.0,2018.0,sz,华信国际,hxgj,sz002018,2017-11-05 00:00:00,2017-11-05 15:25:11,21.64,0.0,0.0,0.0,0.0,39.22,7.94,7.94,3.73,2.0
630,630,630,691.0,691.0,691.0,691.0,-0.0244,9.18,0.0,169.0,0.0,1999-06-03 00:00:00,24.1,24.02,43.85,35.0,600202.0,sh,哈空调,hkt,sh600202,2017-11-05 00:00:00,2017-11-05 15:25:17,16.52,0.0,0.0,0.0,0.0,43.85,9.18,9.18,3.73,2.0
631,631,631,692.0,692.0,692.0,692.0,0.0058,12.17,0.0,1818.0,11.29,2004-07-15 00:00:00,27.08,25.28,28.62,59.0,2020.0,sz,京新药业,jxyy,sz002020,2017-11-05 00:00:00,2017-11-05 15:25:11,33.53,0.0,0.0,0.0,0.0,33.53,12.17,12.17,3.73,2.0
632,632,632,693.0,693.0,693.0,693.0,0.0,6.39,0.0,1819.0,6.23,2004-07-15 00:00:00,26.35,34.76,37.18,43.0,2021.0,sz,中捷资源,zjzy,sz002021,2017-10-22 00:00:00,2017-11-05 15:25:11,23.67,0.0,0.0,0.0,0.0,37.18,6.39,6.39,3.73,2.0
633,633,633,694.0,694.0,694.0,694.0,-0.0133,16.28,0.0,1820.0,17.39,2004-07-21 00:00:00,37.26,30.49,27.89,74.0,2022.0,sz,科华生物,khsw,sz002022,2017-11-05 00:00:00,2017-11-05 15:25:11,45.06,0.0,0.0,0.0,0.0,45.06,16.28,16.28,3.73,2.0
634,634,634,695.0,695.0,695.0,695.0,0.0037,10.7,0.0,1821.0,10.15,2004-07-21 00:00:00,44.76,40.11,43.26,70.0,2023.0,sz,海特高新,htgx,sz002023,2017-11-05 00:00:00,2017-11-05 15:25:11,40.87,0.0,0.0,0.0,0.0,44.76,10.7,10.7,3.73,2.0
635,635,635,696.0,696.0,696.0,696.0,-0.0114,13.86,0.0,1822.0,11.77,2004-07-21 00:00:00,49.54,45.98,39.08,691.0,2024.0,sz,苏宁云商,snys,sz002024,2017-11-05 00:00:00,2017-11-05 15:25:11,30.78,0.0,0.0,0.0,0.0,49.54,13.86,13.86,3.73,2.0
636,636,636,697.0,697.0,697.0,697.0,-0.001,20.63,0.0,1823.0,21.69,2004-07-26 00:00:00,30.17,26.42,40.66,88.0,2025.0,sz,航天电器,htdq,sz002025,2017-11-05 00:00:00,2017-11-05 15:25:11,28.2,0.0,0.0,0.0,0.0,40.66,20.63,20.63,3.73,2.0
637,637,637,698.0,698.0,698.0,698.0,-0.0344,8.99,0.0,1824.0,8.98,2004-07-27 00:00:00,34.71,32.36,37.0,32.0,2026.0,sz,山东威达,sdwd,sz002026,2017-11-05 00:00:00,2017-11-05 15:25:11,37.52,0.0,0.0,0.0,0.0,37.52,8.99,8.99,3.73,2.0
638,638,638,699.0,699.0,699.0,699.0,0.0059,11.9,0.0,1825.0,9.5,2004-08-04 00:00:00,36.17,33.93,39.52,690.0,2027.0,sz,分众传媒,fzcm,sz002027,2017-11-05 00:00:00,2017-11-05 15:25:11,18.13,0.0,0.0,0.0,0.0,39.52,11.9,11.9,3.73,2.0
639,639,639,700.0,700.0,700.0,700.0,0.0267,18.44,0.0,1826.0,14.16,2004-08-05 00:00:00,36.64,34.98,36.33,106.0,2028.0,sz,思源电气,sydq,sz002028,2017-11-05 00:00:00,2017-11-05 15:25:11,21.75,0.0,0.0,0.0,0.0,36.64,18.44,18.44,3.73,2.0
640,640,640,701.0,701.0,701.0,701.0,-0.0106,8.42,0.0,170.0,0.0,1999-05-14 00:00:00,17.14,25.54,31.97,25.0,600203.0,sh,福日电子,frdz,sh600203,2017-11-05 00:00:00,2017-11-05 15:25:17,11.67,0.0,0.0,0.0,0.0,31.97,8.42,8.42,3.73,2.0
641,641,641,702.0,702.0,702.0,702.0,-0.0245,18.3,0.0,1828.0,19.86,2004-08-09 00:00:00,38.58,36.52,44.64,127.0,2030.0,sz,达安基因,dajy,sz002030,2017-11-05 00:00:00,2017-11-05 15:25:12,42.01,0.0,0.0,0.0,0.0,44.64,18.3,18.3,3.73,2.0
642,642,642,703.0,703.0,703.0,703.0,-0.0066,3.0,0.0,1829.0,3.16,2004-08-16 00:00:00,17.34,18.91,21.81,56.0,2031.0,sz,巨轮智能,jlzn,sz002031,2017-11-05 00:00:00,2017-11-05 15:25:12,22.67,0.0,0.0,0.0,0.0,22.67,3.0,3.0,3.73,2.0
643,643,643,704.0,704.0,704.0,704.0,-0.0293,39.48,0.0,1830.0,37.51,2004-08-17 00:00:00,45.99,34.37,42.18,215.0,2032.0,sz,苏泊尔,sbe,sz002032,2017-11-05 00:00:00,2017-11-05 15:25:12,18.84,0.0,0.0,0.0,0.0,45.99,39.48,39.48,3.73,2.0
644,644,644,705.0,705.0,705.0,705.0,-0.0097,9.15,0.0,1831.0,9.99,2004-08-25 00:00:00,16.83,22.57,24.59,50.0,2033.0,sz,丽江旅游,ljly,sz002033,2017-11-05 00:00:00,2017-11-05 15:25:12,17.63,0.0,0.0,0.0,0.0,24.59,9.15,9.15,3.73,2.0
645,645,645,706.0,706.0,706.0,706.0,0.0067,63.3,0.0,1832.0,49.28,2004-08-26 00:00:00,39.75,40.67,40.51,39.0,2034.0,sz,美欣达,mxd,sz002034,2017-11-05 00:00:00,2017-11-05 15:25:12,29.87,0.0,0.0,0.0,0.0,40.67,63.3,63.3,3.73,2.0
646,646,646,707.0,707.0,707.0,707.0,-0.0218,27.77,0.0,1833.0,23.39,2004-09-01 00:00:00,51.0,43.09,44.97,143.0,2035.0,sz,华帝股份,hdgf,sz002035,2017-11-05 00:00:00,2017-11-05 15:25:12,28.33,0.0,0.0,0.0,0.0,51.0,27.77,27.77,3.73,2.0
647,647,647,708.0,708.0,708.0,708.0,-0.0095,17.82,0.0,1834.0,19.8,2004-09-03 00:00:00,38.42,43.34,43.03,70.0,2036.0,sz,联创电子,lcdz,sz002036,2017-11-05 00:00:00,2017-11-05 15:25:12,20.91,0.0,0.0,0.0,0.0,43.34,17.82,17.82,3.73,2.0
648,648,648,709.0,709.0,709.0,709.0,0.0033,12.15,0.0,1835.0,14.2,2004-09-08 00:00:00,27.86,37.72,40.25,39.0,2037.0,sz,久联发展,jlfz,sz002037,2017-11-05 00:00:00,2017-11-05 15:25:12,41.6,0.0,0.0,0.0,0.0,41.6,12.15,12.15,3.73,2.0
649,649,649,710.0,710.0,710.0,710.0,-0.0058,34.15,0.0,1836.0,26.07,2004-09-09 00:00:00,47.03,36.06,35.46,193.0,2038.0,sz,双鹭药业,slyy,sz002038,2017-11-05 00:00:00,2017-11-05 15:25:12,56.21,0.0,0.0,0.0,0.0,56.21,34.15,34.15,3.73,2.0
650,650,650,711.0,711.0,711.0,711.0,-0.0342,15.23,0.0,1838.0,17.64,2005-03-25 00:00:00,32.33,28.28,45.19,37.0,2040.0,sz,南京港,njg,sz002040,2017-11-05 00:00:00,2017-11-05 15:25:12,35.79,0.0,0.0,0.0,0.0,45.19,15.23,15.23,3.73,2.0
651,651,651,712.0,712.0,712.0,712.0,0.004,12.61,0.0,1839.0,13.36,2005-04-18 00:00:00,29.88,34.56,32.2,110.0,2041.0,sz,登海种业,dhzy,sz002041,2017-11-05 00:00:00,2017-11-05 15:25:12,33.17,0.0,0.0,0.0,0.0,34.56,12.61,12.61,3.73,2.0
652,652,652,713.0,713.0,713.0,713.0,-0.0262,11.16,0.0,1840.0,11.19,2005-04-27 00:00:00,28.78,26.5,32.61,93.0,2042.0,sz,华孚色纺,hfsf,sz002042,2017-11-05 00:00:00,2017-11-05 15:25:12,30.57,0.0,0.0,0.0,0.0,32.61,11.16,11.16,3.73,2.0
653,653,653,714.0,714.0,714.0,714.0,-0.0122,11.37,0.0,1841.0,13.06,2005-05-10 00:00:00,28.23,24.56,39.79,81.0,2043.0,sz,兔宝宝,tbb,sz002043,2017-11-05 00:00:00,2017-11-05 15:25:12,33.57,0.0,0.0,0.0,0.0,39.79,11.37,11.37,3.73,2.0
654,654,654,715.0,715.0,715.0,715.0,-0.0063,19.05,0.0,1842.0,16.55,2005-05-18 00:00:00,32.57,26.46,30.13,202.0,2044.0,sz,美年健康,mnjk,sz002044,2017-11-05 00:00:00,2017-11-05 15:25:12,27.26,0.0,0.0,0.0,0.0,32.57,19.05,19.05,3.73,2.0
655,655,655,716.0,716.0,716.0,716.0,-0.0012,16.88,0.0,1843.0,17.29,2005-05-23 00:00:00,42.73,49.36,55.9,70.0,2045.0,sz,国光电器,ggdq,sz002045,2017-11-05 00:00:00,2017-11-05 15:25:13,15.5,0.0,0.0,0.0,0.0,55.9,16.88,16.88,3.73,2.0
656,656,656,717.0,717.0,717.0,717.0,-0.0231,8.88,0.0,1844.0,10.68,2005-05-26 00:00:00,39.52,37.03,47.22,30.0,2046.0,sz,轴研科技,zykj,sz002046,2017-11-05 00:00:00,2017-11-05 15:25:13,35.65,0.0,0.0,0.0,0.0,47.22,8.88,8.88,3.73,2.0
657,657,657,718.0,718.0,718.0,718.0,0.0,9.37,0.0,1845.0,8.71,2005-05-31 00:00:00,43.18,36.65,46.41,118.0,2047.0,sz,宝鹰股份,bygf,sz002047,2017-11-05 00:00:00,2017-11-05 15:25:13,34.04,0.0,0.0,0.0,0.0,46.41,9.37,9.37,3.73,2.0
658,658,658,719.0,719.0,719.0,719.0,-0.0354,24.5,0.0,1846.0,21.88,2005-06-03 00:00:00,46.76,41.14,39.9,112.0,2048.0,sz,宁波华翔,nbhx,sz002048,2017-11-05 00:00:00,2017-11-05 15:25:13,34.09,0.0,0.0,0.0,0.0,46.76,24.5,24.5,3.73,2.0
659,659,659,720.0,720.0,720.0,720.0,0.0358,36.45,0.0,1847.0,28.32,2005-06-06 00:00:00,71.65,60.36,54.7,219.0,2049.0,sz,紫光国芯,zggx,sz002049,2017-11-05 00:00:00,2017-11-05 15:25:13,55.35,0.0,0.0,0.0,0.0,71.65,36.45,36.45,3.73,2.0
