,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,chg,close_price,history_volatility,id,last_close_price,listing_day,month1_volatility,month3_volatility,month6_volatility,nmc,share_code,share_market,share_name,share_pinyin,share_symbol,trade_day,updated_at,week_volatility,year_volatility,res,std_result,pay_amount_rate,c_sigma,c_S,c_K,c_r,c_T
267,267,267,313.0,313.0,313.0,313.0,0.0136,5.95,0.0,1508.0,0.0,1996-04-19 00:00:00,44.27,45.41,52.33,29.0,595.0,sz,*ST宝实,bs,sz000595,2017-11-05 00:00:00,2017-11-05 15:25:49,24.35,0.0,0.0,0.0,0.0,52.33,5.95,5.95,3.73,2.0
268,268,268,314.0,314.0,314.0,314.0,0.0179,71.15,0.0,1509.0,0.0,1996-09-27 00:00:00,52.46,51.63,46.29,272.0,596.0,sz,古井贡酒,gjgj,sz000596,2017-11-05 00:00:00,2017-11-05 15:25:49,43.19,0.0,0.0,0.0,0.0,52.46,71.15,71.15,3.73,2.0
269,269,269,315.0,315.0,315.0,315.0,-0.0086,11.5,0.0,1510.0,0.0,1996-05-23 00:00:00,33.27,34.91,43.52,54.0,597.0,sz,东北制药,dbzy,sz000597,2017-11-05 00:00:00,2017-11-05 15:25:49,34.79,0.0,0.0,0.0,0.0,43.52,11.5,11.5,3.73,2.0
270,270,270,316.0,316.0,316.0,316.0,-0.007,5.7,0.0,1511.0,0.0,1996-05-29 00:00:00,26.44,20.22,24.4,170.0,598.0,sz,兴蓉环境,xrhj,sz000598,2017-11-05 00:00:00,2017-11-05 15:25:50,17.21,0.0,0.0,0.0,0.0,26.44,5.7,5.7,3.73,2.0
271,271,271,317.0,317.0,317.0,317.0,-0.0184,14.42,0.0,42.0,14.5,1997-04-22 00:00:00,35.27,28.69,34.78,188.0,600060.0,sh,海信电器,hxdq,sh600060,2017-11-05 00:00:00,2017-11-05 15:25:08,29.18,0.0,0.0,0.0,0.0,35.27,14.42,14.42,3.73,2.0
272,272,272,319.0,319.0,319.0,319.0,-0.023,9.35,0.0,1513.0,0.0,1996-06-06 00:00:00,35.01,45.79,59.62,101.0,600.0,sz,建投能源,jtny,sz000600,2017-11-05 00:00:00,2017-11-05 15:25:50,38.69,0.0,0.0,0.0,0.0,59.62,9.35,9.35,3.73,2.0
273,273,273,320.0,320.0,320.0,320.0,0.0151,8.07,0.0,1514.0,0.0,1996-08-30 00:00:00,19.9,18.08,29.3,87.0,601.0,sz,韶能股份,sngf,sz000601,2017-11-05 00:00:00,2017-11-05 15:25:50,17.74,0.0,0.0,0.0,0.0,29.3,8.07,8.07,3.73,2.0
274,274,274,321.0,321.0,321.0,321.0,-0.0188,12.51,0.0,1515.0,0.0,1996-08-23 00:00:00,33.16,44.19,45.19,51.0,603.0,sz,盛达矿业,sdky,sz000603,2017-11-05 00:00:00,2017-11-05 15:25:50,31.72,0.0,0.0,0.0,0.0,45.19,12.51,12.51,3.73,2.0
275,275,275,322.0,322.0,322.0,322.0,-0.0301,21.3,0.0,1516.0,0.0,1996-09-13 00:00:00,44.85,37.48,62.41,41.0,605.0,sz,渤海股份,bhgf,sz000605,2017-11-05 00:00:00,2017-11-05 15:25:50,32.56,0.0,0.0,0.0,0.0,62.41,21.3,21.3,3.73,2.0
276,276,276,323.0,323.0,323.0,323.0,0.0,10.19,0.0,1517.0,0.0,1996-10-04 00:00:00,31.3,42.04,40.25,0.0,606.0,sz,神州易桥,szyq,sz000606,2017-09-05 00:00:00,2017-11-05 15:25:50,17.5,0.0,0.0,0.0,0.0,42.04,10.19,10.19,3.73,2.0
277,277,277,324.0,324.0,324.0,324.0,-0.0152,7.11,0.0,1518.0,0.0,1996-08-30 00:00:00,34.01,30.57,36.17,34.0,607.0,sz,华媒控股,hmkg,sz000607,2017-11-05 00:00:00,2017-11-05 15:25:50,39.62,0.0,0.0,0.0,0.0,39.62,7.11,7.11,3.73,2.0
278,278,278,325.0,325.0,325.0,325.0,0.0239,8.13,0.0,1519.0,0.0,1996-09-19 00:00:00,53.88,35.95,38.89,60.0,608.0,sz,阳光股份,yggf,sz000608,2017-09-26 00:00:00,2017-11-05 15:25:50,66.17,0.0,0.0,0.0,0.0,66.17,8.13,8.13,3.73,2.0
279,279,279,326.0,326.0,326.0,326.0,-0.0421,12.29,0.0,1520.0,0.0,1996-10-10 00:00:00,35.86,41.48,41.9,33.0,609.0,sz,绵石投资,mstz,sz000609,2017-11-05 00:00:00,2017-11-05 15:25:50,30.34,0.0,0.0,0.0,0.0,41.9,12.29,12.29,3.73,2.0
280,280,280,327.0,327.0,327.0,327.0,-0.0034,14.88,0.0,43.0,16.48,1997-05-19 00:00:00,18.33,19.98,20.41,291.0,600061.0,sh,国投安信,gtax,sh600061,2017-11-05 00:00:00,2017-11-05 15:25:08,19.74,0.0,0.0,0.0,0.0,20.41,14.88,14.88,3.73,2.0
281,281,281,329.0,329.0,329.0,329.0,0.0169,13.8,0.0,1521.0,0.0,1996-09-26 00:00:00,23.32,30.84,36.29,32.0,610.0,sz,西安旅游,xaly,sz000610,2017-11-05 00:00:00,2017-11-05 15:25:50,12.03,0.0,0.0,0.0,0.0,36.29,13.8,13.8,3.73,2.0
282,282,282,330.0,330.0,330.0,330.0,0.0026,7.73,0.0,1522.0,0.0,1996-10-08 00:00:00,18.38,31.64,43.24,24.0,611.0,sz,*ST天首,tsfz,sz000611,2017-11-05 00:00:00,2017-11-05 15:25:50,30.09,0.0,0.0,0.0,0.0,43.24,7.73,7.73,3.73,2.0
283,283,283,331.0,331.0,331.0,331.0,0.0039,10.44,0.0,1523.0,0.0,1996-09-26 00:00:00,32.93,55.43,53.42,104.0,612.0,sz,焦作万方,jzwf,sz000612,2017-11-05 00:00:00,2017-11-05 15:25:50,53.08,0.0,0.0,0.0,0.0,55.43,10.44,10.44,3.73,2.0
284,284,284,332.0,332.0,332.0,332.0,-0.0285,8.19,0.0,1524.0,0.0,1997-01-28 00:00:00,44.18,48.38,44.35,21.0,613.0,sz,*ST东海A,dha,sz000613,2017-11-05 00:00:00,2017-11-05 15:25:50,42.68,0.0,0.0,0.0,0.0,48.38,8.19,8.19,3.73,2.0
285,285,285,333.0,333.0,333.0,333.0,-0.0109,13.61,0.0,1525.0,0.0,1996-10-16 00:00:00,70.42,69.85,86.78,0.0,615.0,sz,京汉股份,jhgf,sz000615,2017-09-11 00:00:00,2017-11-05 15:25:50,37.35,0.0,0.0,0.0,0.0,86.78,13.61,13.61,3.73,2.0
286,286,286,334.0,334.0,334.0,334.0,-0.0024,4.22,0.0,1526.0,0.0,1996-11-08 00:00:00,28.01,34.45,35.84,60.0,616.0,sz,海航投资,hhtz,sz000616,2017-11-05 00:00:00,2017-11-05 15:25:50,18.1,0.0,0.0,0.0,0.0,35.84,4.22,4.22,3.73,2.0
287,287,287,335.0,335.0,335.0,335.0,-0.013,15.12,0.0,1527.0,0.0,1996-10-22 00:00:00,36.79,32.15,41.47,17.0,617.0,sz,中油资本,zyzb,sz000617,2017-11-05 00:00:00,2017-11-05 15:25:51,42.85,0.0,0.0,0.0,0.0,42.85,15.12,15.12,3.73,2.0
288,288,288,336.0,336.0,336.0,336.0,-0.0124,8.8,0.0,1528.0,0.0,1996-10-23 00:00:00,21.59,28.21,33.63,31.0,619.0,sz,海螺型材,hlxc,sz000619,2017-11-05 00:00:00,2017-11-05 15:25:51,23.39,0.0,0.0,0.0,0.0,33.63,8.8,8.8,3.73,2.0
289,289,289,337.0,337.0,337.0,337.0,0.0005,21.48,0.0,44.0,21.48,1997-05-22 00:00:00,33.05,28.74,32.38,147.0,600062.0,sh,华润双鹤,hrsh,sh600062,2017-11-05 00:00:00,2017-11-05 15:25:08,44.03,0.0,0.0,0.0,0.0,44.03,21.48,21.48,3.73,2.0
290,290,290,339.0,339.0,339.0,339.0,-0.0062,6.45,0.0,1529.0,0.0,1996-10-29 00:00:00,35.15,28.79,28.4,118.0,620.0,sz,新华联,xhl,sz000620,2017-11-05 00:00:00,2017-11-05 15:25:51,8.8,0.0,0.0,0.0,0.0,35.15,6.45,6.45,3.73,2.0
291,291,291,340.0,340.0,340.0,340.0,-0.0171,5.76,0.0,1530.0,0.0,1996-11-07 00:00:00,49.8,35.43,45.15,24.0,622.0,sz,恒立实业,hlsy,sz000622,2017-11-05 00:00:00,2017-11-05 15:25:51,25.52,0.0,0.0,0.0,0.0,49.8,5.76,5.76,3.73,2.0
292,292,292,341.0,341.0,341.0,341.0,-0.0222,22.89,0.0,1531.0,0.0,1996-10-28 00:00:00,22.33,20.39,22.32,250.0,623.0,sz,吉林敖东,jlad,sz000623,2017-11-05 00:00:00,2017-11-05 15:25:51,23.56,0.0,0.0,0.0,0.0,23.56,22.89,22.89,3.73,2.0
293,293,293,342.0,342.0,342.0,342.0,-0.0125,13.41,0.0,1532.0,0.0,1997-06-10 00:00:00,26.59,22.56,24.24,504.0,625.0,sz,长安汽车,caqc,sz000625,2017-11-05 00:00:00,2017-11-05 15:25:51,15.49,0.0,0.0,0.0,0.0,26.59,13.41,13.41,3.73,2.0
294,294,294,343.0,343.0,343.0,343.0,-0.0107,14.73,0.0,1533.0,0.0,1996-11-28 00:00:00,41.89,46.59,46.92,59.0,626.0,sz,远大控股,ydkg,sz000626,2017-11-05 00:00:00,2017-11-05 15:25:51,38.62,0.0,0.0,0.0,0.0,46.92,14.73,14.73,3.73,2.0
295,295,295,344.0,344.0,344.0,344.0,0.0273,9.79,0.0,1534.0,0.0,1996-11-12 00:00:00,32.61,38.99,48.46,132.0,627.0,sz,天茂集团,tmjt,sz000627,2017-11-05 00:00:00,2017-11-05 15:25:51,34.1,0.0,0.0,0.0,0.0,48.46,9.79,9.79,3.73,2.0
296,296,296,345.0,345.0,345.0,345.0,-0.0156,8.84,0.0,1535.0,0.0,1996-11-18 00:00:00,32.7,36.22,49.14,16.0,628.0,sz,高新发展,gxfz,sz000628,2017-11-05 00:00:00,2017-11-05 15:25:51,41.23,0.0,0.0,0.0,0.0,49.14,8.84,8.84,3.73,2.0
297,297,297,346.0,346.0,346.0,346.0,0.0,3.07,0.0,1536.0,0.0,1996-11-15 00:00:00,50.85,38.4,34.27,0.0,629.0,sz,*ST钒钛,ft,sz000629,2017-09-05 00:00:00,2017-11-05 15:25:51,72.63,0.0,0.0,0.0,0.0,72.63,3.07,3.07,3.73,2.0
298,298,298,347.0,347.0,347.0,347.0,0.0124,4.1,0.0,45.0,4.48,1997-05-28 00:00:00,26.02,30.31,32.57,62.0,600063.0,sh,皖维高新,wwgx,sh600063,2017-11-05 00:00:00,2017-11-05 15:25:08,37.52,0.0,0.0,0.0,0.0,37.52,4.1,4.1,3.73,2.0
299,299,299,349.0,349.0,349.0,349.0,-0.0208,2.82,0.0,1537.0,0.0,1996-11-20 00:00:00,24.82,32.46,30.54,269.0,630.0,sz,铜陵有色,tlys,sz000630,2017-11-05 00:00:00,2017-11-05 15:25:51,26.71,0.0,0.0,0.0,0.0,32.46,2.82,2.82,3.73,2.0
300,300,300,350.0,350.0,350.0,350.0,-0.0094,4.21,0.0,1538.0,0.0,1996-11-22 00:00:00,18.03,18.55,23.08,102.0,631.0,sz,顺发恒业,sfhy,sz000631,2017-11-05 00:00:00,2017-11-05 15:25:51,24.51,0.0,0.0,0.0,0.0,24.51,4.21,4.21,3.73,2.0
301,301,301,351.0,351.0,351.0,351.0,-0.0143,6.89,0.0,1539.0,0.0,1996-11-21 00:00:00,33.55,35.3,38.15,32.0,632.0,sz,三木集团,smjt,sz000632,2017-11-05 00:00:00,2017-11-05 15:25:51,40.7,0.0,0.0,0.0,0.0,40.7,6.89,6.89,3.73,2.0
302,302,302,352.0,352.0,352.0,352.0,-0.0165,10.13,0.0,1540.0,0.0,1996-11-12 00:00:00,88.6,75.17,57.34,38.0,633.0,sz,合金投资,hjtz,sz000633,2017-11-05 00:00:00,2017-11-05 15:25:51,78.64,0.0,0.0,0.0,0.0,88.6,10.13,10.13,3.73,2.0
303,303,303,353.0,353.0,353.0,353.0,-0.0309,16.3,0.0,1541.0,0.0,1996-11-20 00:00:00,40.88,47.95,58.27,49.0,635.0,sz,英力特,ylt,sz000635,2017-11-05 00:00:00,2017-11-05 15:25:52,34.69,0.0,0.0,0.0,0.0,58.27,16.3,16.3,3.73,2.0
304,304,304,354.0,354.0,354.0,354.0,0.0096,9.45,0.0,1542.0,0.0,1996-11-29 00:00:00,35.25,42.92,44.24,76.0,636.0,sz,风华高科,fhgk,sz000636,2017-11-05 00:00:00,2017-11-05 15:25:52,27.03,0.0,0.0,0.0,0.0,44.24,9.45,9.45,3.73,2.0
305,305,305,355.0,355.0,355.0,355.0,-0.0032,6.19,0.0,1543.0,0.0,1996-11-14 00:00:00,26.14,29.31,33.23,22.0,637.0,sz,茂化实华,mhsh,sz000637,2017-11-05 00:00:00,2017-11-05 15:25:52,28.43,0.0,0.0,0.0,0.0,33.23,6.19,6.19,3.73,2.0
306,306,306,356.0,356.0,356.0,356.0,0.0,11.14,0.0,1544.0,0.0,1996-11-26 00:00:00,43.24,70.99,61.53,0.0,638.0,sz,万方发展,wffz,sz000638,2017-09-05 00:00:00,2017-11-05 15:25:52,56.4,0.0,0.0,0.0,0.0,70.99,11.14,11.14,3.73,2.0
307,307,307,357.0,357.0,357.0,357.0,-0.011,14.44,0.0,46.0,15.61,1997-05-06 00:00:00,18.64,28.58,24.51,111.0,600064.0,sh,南京高科,njgk,sh600064,2017-11-05 00:00:00,2017-11-05 15:25:08,26.42,0.0,0.0,0.0,0.0,28.58,14.44,14.44,3.73,2.0
308,308,308,358.0,358.0,358.0,358.0,0.006,13.5,0.0,2769.0,0.0,2010-03-26 00:00:00,29.88,38.32,34.94,81.0,300064.0,sz,豫金刚石,yjgs,sz300064,2017-11-05 00:00:00,2017-11-05 15:25:13,17.69,0.0,0.0,0.0,0.0,38.32,13.5,13.5,3.73,2.0
309,309,309,360.0,360.0,360.0,360.0,0.0,5.8,0.0,1546.0,0.0,1996-12-10 00:00:00,29.52,21.02,22.25,71.0,650.0,sz,仁和药业,rhyy,sz000650,2017-11-05 00:00:00,2017-11-05 15:25:52,21.53,0.0,0.0,0.0,0.0,29.52,5.8,5.8,3.73,2.0
310,310,310,361.0,361.0,361.0,361.0,-0.0102,41.83,0.0,1547.0,0.0,1996-11-18 00:00:00,33.53,28.82,34.46,2497.0,651.0,sz,格力电器,gldq,sz000651,2017-11-05 00:00:00,2017-11-05 15:25:52,26.31,0.0,0.0,0.0,0.0,34.46,41.83,41.83,3.73,2.0
311,311,311,362.0,362.0,362.0,362.0,0.002,5.1,0.0,1548.0,0.0,1996-11-28 00:00:00,32.41,29.04,46.23,74.0,652.0,sz,泰达股份,tdgf,sz000652,2017-11-05 00:00:00,2017-11-05 15:25:52,31.66,0.0,0.0,0.0,0.0,46.23,5.1,5.1,3.73,2.0
312,312,312,363.0,363.0,363.0,363.0,-0.029,7.36,0.0,1549.0,0.0,1996-11-28 00:00:00,28.33,51.28,48.24,43.0,655.0,sz,金岭矿业,jlky,sz000655,2017-11-05 00:00:00,2017-11-05 15:25:52,32.35,0.0,0.0,0.0,0.0,51.28,7.36,7.36,3.73,2.0
313,313,313,364.0,364.0,364.0,364.0,0.0065,4.65,0.0,1550.0,0.0,1996-11-28 00:00:00,23.13,34.96,46.18,241.0,656.0,sz,金科股份,jkgf,sz000656,2017-11-05 00:00:00,2017-11-05 15:25:52,22.73,0.0,0.0,0.0,0.0,46.18,4.65,4.65,3.73,2.0
314,314,314,365.0,365.0,365.0,365.0,0.0229,13.37,0.0,1551.0,0.0,1996-12-05 00:00:00,32.86,49.77,49.13,32.0,657.0,sz,中钨高新,zwgx,sz000657,2017-11-05 00:00:00,2017-11-05 15:25:52,35.27,0.0,0.0,0.0,0.0,49.77,13.37,13.37,3.73,2.0
315,315,315,366.0,366.0,366.0,366.0,-0.0158,3.75,0.0,1552.0,0.0,1996-12-03 00:00:00,30.94,32.18,49.6,48.0,659.0,sz,*ST中富,zf,sz000659,2017-11-05 00:00:00,2017-11-05 15:25:52,42.32,0.0,0.0,0.0,0.0,49.6,3.75,3.75,3.73,2.0
316,316,316,367.0,367.0,367.0,367.0,0.0081,19.97,0.0,2770.0,0.0,2010-03-26 00:00:00,37.18,37.66,44.88,54.0,300065.0,sz,海兰信,hlx,sz300065,2017-11-05 00:00:00,2017-11-05 15:25:13,38.17,0.0,0.0,0.0,0.0,44.88,19.97,19.97,3.73,2.0
317,317,317,368.0,368.0,368.0,368.0,0.0044,24.84,0.0,47.0,21.0,1997-05-08 00:00:00,40.71,33.95,31.06,472.0,600066.0,sh,宇通客车,ytkc,sh600066,2017-11-05 00:00:00,2017-11-05 15:25:08,26.26,0.0,0.0,0.0,0.0,40.71,24.84,24.84,3.73,2.0
318,318,318,370.0,370.0,370.0,370.0,-0.0116,170.0,0.0,1553.0,0.0,1996-12-18 00:00:00,42.4,38.5,33.18,289.0,661.0,sz,长春高新,ccgx,sz000661,2017-11-05 00:00:00,2017-11-05 15:25:52,39.15,0.0,0.0,0.0,0.0,42.4,170.0,170.0,3.73,2.0
319,319,319,371.0,371.0,371.0,371.0,-0.0163,16.24,0.0,1554.0,0.0,1996-12-16 00:00:00,46.64,42.09,37.42,46.0,662.0,sz,天夏智慧,txzh,sz000662,2017-11-05 00:00:00,2017-11-05 15:25:52,23.98,0.0,0.0,0.0,0.0,46.64,16.24,16.24,3.73,2.0
320,320,320,372.0,372.0,372.0,372.0,0.0096,15.81,0.0,1555.0,0.0,1996-12-06 00:00:00,24.9,23.89,27.76,31.0,663.0,sz,永安林业,yaly,sz000663,2017-11-05 00:00:00,2017-11-05 15:25:53,26.5,0.0,0.0,0.0,0.0,27.76,15.81,15.81,3.73,2.0
321,321,321,373.0,373.0,373.0,373.0,0.0,11.13,0.0,1556.0,0.0,1996-12-10 00:00:00,17.16,16.65,24.49,51.0,665.0,sz,湖北广电,hbgd,sz000665,2017-11-05 00:00:00,2017-11-05 15:25:53,18.59,0.0,0.0,0.0,0.0,24.49,11.13,11.13,3.73,2.0
322,322,322,374.0,374.0,374.0,374.0,-0.0678,20.21,0.0,1557.0,0.0,1996-12-10 00:00:00,42.04,32.79,40.45,59.0,666.0,sz,经纬纺机,jwfj,sz000666,2017-11-05 00:00:00,2017-11-05 15:25:53,60.47,0.0,0.0,0.0,0.0,60.47,20.21,20.21,3.73,2.0
323,323,323,375.0,375.0,375.0,375.0,-0.0093,3.19,0.0,1558.0,0.0,1996-12-05 00:00:00,16.52,21.85,28.37,81.0,667.0,sz,美好置业,mhzy,sz000667,2017-11-05 00:00:00,2017-11-05 15:25:53,17.55,0.0,0.0,0.0,0.0,28.37,3.19,3.19,3.73,2.0
324,324,324,376.0,376.0,376.0,376.0,0.0,16.13,0.0,1559.0,0.0,1996-12-10 00:00:00,20.09,20.15,34.32,23.0,668.0,sz,荣丰控股,rfkg,sz000668,2017-11-05 00:00:00,2017-11-05 15:25:53,3.57,0.0,0.0,0.0,0.0,34.32,16.13,16.13,3.73,2.0
325,325,325,377.0,377.0,377.0,377.0,0.0,14.98,0.0,1560.0,0.0,1996-12-10 00:00:00,17.42,30.68,36.38,71.0,669.0,sz,金鸿能源,jhny,sz000669,2017-11-05 00:00:00,2017-11-05 15:25:53,18.13,0.0,0.0,0.0,0.0,36.38,14.98,14.98,3.73,2.0
326,326,326,378.0,378.0,378.0,378.0,-0.0136,6.53,0.0,48.0,7.47,1997-05-08 00:00:00,26.73,36.48,34.99,97.0,600067.0,sh,冠城大通,gcdt,sh600067,2017-11-05 00:00:00,2017-11-05 15:25:08,28.94,0.0,0.0,0.0,0.0,36.48,6.53,6.53,3.73,2.0
327,327,327,379.0,379.0,379.0,379.0,0.0319,6.48,0.0,1561.0,0.0,1996-12-17 00:00:00,66.61,72.29,69.06,38.0,670.0,sz,盈方微,yfw,sz000670,2017-11-05 00:00:00,2017-11-05 15:25:53,79.12,0.0,0.0,0.0,0.0,79.12,6.48,6.48,3.73,2.0
328,328,328,380.0,380.0,380.0,380.0,-0.0103,6.75,0.0,1562.0,0.0,1996-12-18 00:00:00,50.67,59.76,46.05,219.0,671.0,sz,阳光城,ygc,sz000671,2017-11-05 00:00:00,2017-11-05 15:25:53,45.84,0.0,0.0,0.0,0.0,59.76,6.75,6.75,3.73,2.0
329,329,329,381.0,381.0,381.0,381.0,-0.0136,10.14,0.0,1563.0,0.0,1996-12-18 00:00:00,33.22,42.41,58.71,82.0,672.0,sz,上峰水泥,sfsn,sz000672,2017-11-05 00:00:00,2017-11-05 15:25:53,41.18,0.0,0.0,0.0,0.0,58.71,10.14,10.14,3.73,2.0
330,330,330,382.0,382.0,382.0,382.0,-0.0137,11.55,0.0,1564.0,0.0,1997-01-24 00:00:00,22.7,43.78,43.41,48.0,673.0,sz,当代东方,dddf,sz000673,2017-11-05 00:00:00,2017-11-05 15:25:53,21.14,0.0,0.0,0.0,0.0,43.78,11.55,11.55,3.73,2.0
331,331,331,383.0,383.0,383.0,383.0,0.0111,14.57,0.0,1565.0,0.0,1996-12-24 00:00:00,26.13,29.26,35.44,46.0,676.0,sz,智度股份,zdgf,sz000676,2017-11-05 00:00:00,2017-11-05 15:25:53,36.34,0.0,0.0,0.0,0.0,36.34,14.57,14.57,3.73,2.0
332,332,332,384.0,384.0,384.0,384.0,-0.0223,4.38,0.0,1566.0,0.0,1996-12-26 00:00:00,29.76,30.85,38.39,37.0,677.0,sz,恒天海龙,hthl,sz000677,2017-11-05 00:00:00,2017-11-05 15:25:53,36.88,0.0,0.0,0.0,0.0,38.39,4.38,4.38,3.73,2.0
333,333,333,385.0,385.0,385.0,385.0,-0.0115,7.76,0.0,1567.0,0.0,1997-01-06 00:00:00,53.46,39.68,49.91,33.0,678.0,sz,襄阳轴承,xyzc,sz000678,2017-11-05 00:00:00,2017-11-05 15:25:53,26.72,0.0,0.0,0.0,0.0,53.46,7.76,7.76,3.73,2.0
334,334,334,386.0,386.0,386.0,386.0,-0.0037,8.06,0.0,1568.0,0.0,1997-01-24 00:00:00,29.64,25.38,31.66,28.0,679.0,sz,大连友谊,dlyy,sz000679,2017-11-05 00:00:00,2017-11-05 15:25:54,28.32,0.0,0.0,0.0,0.0,31.66,8.06,8.06,3.73,2.0
335,335,335,387.0,387.0,387.0,387.0,-0.0159,6.2,0.0,2772.0,0.0,2010-04-21 00:00:00,31.66,42.51,36.92,26.0,300067.0,sz,安诺其,anq,sz300067,2017-11-05 00:00:00,2017-11-05 15:25:14,32.22,0.0,0.0,0.0,0.0,42.51,6.2,6.2,3.73,2.0
336,336,336,388.0,388.0,388.0,388.0,-0.0302,9.32,0.0,49.0,10.54,1997-05-26 00:00:00,30.88,33.18,42.15,429.0,600068.0,sh,葛洲坝,gzb,sh600068,2017-11-05 00:00:00,2017-11-05 15:25:08,29.02,0.0,0.0,0.0,0.0,42.15,9.32,9.32,3.73,2.0
337,337,337,390.0,390.0,390.0,390.0,0.0076,5.3,0.0,1569.0,0.0,1997-01-22 00:00:00,27.94,38.32,44.39,56.0,680.0,sz,山推股份,stgf,sz000680,2017-11-05 00:00:00,2017-11-05 15:25:54,32.34,0.0,0.0,0.0,0.0,44.39,5.3,5.3,3.73,2.0
338,338,338,391.0,391.0,391.0,391.0,-0.0192,17.91,0.0,1570.0,0.0,1997-01-21 00:00:00,48.06,43.93,42.56,50.0,681.0,sz,视觉中国,sjzg,sz000681,2017-11-05 00:00:00,2017-11-05 15:25:54,36.98,0.0,0.0,0.0,0.0,48.06,17.91,17.91,3.73,2.0
339,339,339,392.0,392.0,392.0,392.0,-0.006,4.95,0.0,1571.0,0.0,1997-01-21 00:00:00,20.16,32.85,32.85,48.0,682.0,sz,东方电子,dfdz,sz000682,2017-11-05 00:00:00,2017-11-05 15:25:54,18.0,0.0,0.0,0.0,0.0,32.85,4.95,4.95,3.73,2.0
340,340,340,393.0,393.0,393.0,393.0,-0.0233,2.94,0.0,1572.0,0.0,1997-01-31 00:00:00,27.08,45.21,41.27,83.0,683.0,sz,远兴能源,yxny,sz000683,2017-11-05 00:00:00,2017-11-05 15:25:54,28.74,0.0,0.0,0.0,0.0,45.21,2.94,2.94,3.73,2.0
341,341,341,394.0,394.0,394.0,394.0,-0.015,10.48,0.0,1573.0,0.0,1997-01-23 00:00:00,13.8,15.65,20.2,112.0,685.0,sz,中山公用,zsgy,sz000685,2017-11-05 00:00:00,2017-11-05 15:25:54,17.12,0.0,0.0,0.0,0.0,20.2,10.48,10.48,3.73,2.0
342,342,342,395.0,395.0,395.0,395.0,-0.0103,9.62,0.0,1574.0,0.0,1997-02-27 00:00:00,22.05,26.7,31.74,225.0,686.0,sz,东北证券,dbzq,sz000686,2017-11-05 00:00:00,2017-11-05 15:25:54,27.08,0.0,0.0,0.0,0.0,31.74,9.62,9.62,3.73,2.0
343,343,343,396.0,396.0,396.0,396.0,-0.0691,13.21,0.0,1575.0,0.0,1997-02-21 00:00:00,74.93,54.42,57.04,70.0,687.0,sz,华讯方舟,hxfz,sz000687,2017-11-05 00:00:00,2017-11-05 15:25:54,45.69,0.0,0.0,0.0,0.0,74.93,13.21,13.21,3.73,2.0
344,344,344,397.0,397.0,397.0,397.0,-0.0344,10.95,0.0,1576.0,0.0,1997-01-20 00:00:00,79.45,59.64,51.34,0.0,688.0,sz,建新矿业,jxky,sz000688,2017-09-05 00:00:00,2017-11-05 15:25:54,50.62,0.0,0.0,0.0,0.0,79.45,10.95,10.95,3.73,2.0
345,345,345,398.0,398.0,398.0,398.0,-0.0081,8.6,0.0,50.0,9.22,1997-04-30 00:00:00,16.62,25.53,37.05,70.0,600069.0,sh,银鸽投资,ygtz,sh600069,2017-11-05 00:00:00,2017-11-05 15:25:08,14.06,0.0,0.0,0.0,0.0,37.05,8.6,8.6,3.73,2.0
346,346,346,400.0,400.0,400.0,400.0,-0.0052,7.65,0.0,1577.0,0.0,1997-01-28 00:00:00,34.84,38.27,41.58,156.0,690.0,sz,宝新能源,bxny,sz000690,2017-11-05 00:00:00,2017-11-05 15:25:54,53.51,0.0,0.0,0.0,0.0,53.51,7.65,7.65,3.73,2.0
347,347,347,401.0,401.0,401.0,401.0,-0.0145,6.79,0.0,1578.0,0.0,1997-02-28 00:00:00,26.14,32.95,38.69,19.0,691.0,sz,ST亚太,yt,sz000691,2017-11-05 00:00:00,2017-11-05 15:25:54,28.53,0.0,0.0,0.0,0.0,38.69,6.79,6.79,3.73,2.0
348,348,348,402.0,402.0,402.0,402.0,-0.0129,6.14,0.0,1579.0,0.0,1997-02-27 00:00:00,29.55,30.29,40.94,32.0,692.0,sz,惠天热电,htrd,sz000692,2017-11-05 00:00:00,2017-11-05 15:25:54,42.12,0.0,0.0,0.0,0.0,42.12,6.14,6.14,3.73,2.0
349,349,349,403.0,403.0,403.0,403.0,0.0,12.5,0.0,1580.0,0.0,1997-02-26 00:00:00,0.0,0.0,0.0,0.0,693.0,sz,*ST华泽,hz,sz000693,2017-09-05 00:00:00,2017-11-05 15:25:54,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,3.73,2.0
350,350,350,404.0,404.0,404.0,404.0,0.0218,11.73,0.0,1581.0,0.0,1997-02-18 00:00:00,33.39,39.23,49.7,26.0,695.0,sz,滨海能源,bhny,sz000695,2017-10-08 00:00:00,2017-11-05 15:25:54,39.73,0.0,0.0,0.0,0.0,49.7,11.73,11.73,3.73,2.0
351,351,351,405.0,405.0,405.0,405.0,0.0156,25.35,0.0,1582.0,0.0,1997-03-25 00:00:00,49.81,58.16,50.2,115.0,697.0,sz,炼石有色,lsys,sz000697,2017-11-05 00:00:00,2017-11-05 15:25:54,46.44,0.0,0.0,0.0,0.0,58.16,25.35,25.35,3.73,2.0
